"","ENSG00000007402","ENSG00000078399","ENSG00000080293","ENSG00000087086","ENSG00000089225","ENSG00000092054","ENSG00000096088","ENSG00000100433","ENSG00000110786","ENSG00000112175","ENSG00000112494","ENSG00000113296","ENSG00000116745","ENSG00000118526","ENSG00000121075","ENSG00000122852","ENSG00000123243","ENSG00000125414","ENSG00000125798","ENSG00000126233","ENSG00000127080","ENSG00000127241","ENSG00000131400","ENSG00000136352","ENSG00000136546","ENSG00000137675","ENSG00000137804","ENSG00000138944","ENSG00000139988","ENSG00000140465","ENSG00000141161","ENSG00000142661","ENSG00000143631","ENSG00000146839","ENSG00000152582","ENSG00000159708","ENSG00000159871","ENSG00000162892","ENSG00000163075","ENSG00000163380","ENSG00000163394","ENSG00000163463","ENSG00000164265","ENSG00000165762","ENSG00000166317","ENSG00000166448","ENSG00000166589","ENSG00000167107","ENSG00000168079","ENSG00000168484","ENSG00000168530","ENSG00000168878","ENSG00000169035","ENSG00000170423","ENSG00000171403","ENSG00000171557","ENSG00000171885","ENSG00000171954","ENSG00000178175","ENSG00000179240","ENSG00000179477","ENSG00000180209","ENSG00000180660","ENSG00000183607","ENSG00000184937","ENSG00000185303","ENSG00000185739","ENSG00000196581","ENSG00000197901","ENSG00000198203","ENSG00000204361","ENSG00000214140","ENSG00000224127","ENSG00000224149","ENSG00000229415","ENSG00000229526","ENSG00000233101","ENSG00000248801","ENSG00000255399","ENSG00000261213","ENSG00000275896","ENSG00000283175","ENSG00000283907","cg00327072","cg00348900","cg00646731","cg02004641","cg02021485","cg02102533","cg02105519","cg02248486","cg02422694","cg02916332","cg03124636","cg04460185","cg04499325","cg04697946","cg04863892","cg05050858","cg05453337","cg05471296","cg05487507","cg05740106","cg05743885","cg05996795","cg06055873","cg06103624","cg06651376","cg07302069","cg07438617","cg07858113","cg08398691","cg08705647","cg08940169","cg09017619","cg09197492","cg09646197","cg09825979","cg10089145","cg10303978","cg10474350","cg10996039","cg11423130","cg11724970","cg11849086","cg12196573","cg12232308","cg12444736","cg13337949","cg13717446","cg13789775","cg13858136","cg14359292","cg14400030","cg14809191","cg15241499","cg15320272","cg15565065","cg15797110","cg16082877","cg16326123","cg16561266","cg16617518","cg16872560","cg17147526","cg17470674","cg17496661","cg17504135","cg18103150","cg18261462","cg19153763","cg19177125","cg19585103","cg19759481","cg19800670","cg20293594","cg20293609","cg20591728","cg20747380","cg20749769","cg20780811","cg21299458","cg22623133","cg23173688","cg23194776","cg23432345","cg23440816","cg23452969","cg24033224","cg24121069","cg24439713","cg24704287","cg25228995","cg25408237","cg25637829","cg25828346","cg26292895","cg27318546","cg27391627","cg27508551","cancersite"
"TCGA-63-7020-01A",574,5,239,237786,194,5,240,1,2,129,0,74,5,32,197,43846,293,1,134,19,198,194,4781,592,130,1,4,80,9,0,7,18,51,3,163,25,400,2,132,7,1,149,7437,0,9,116,5,1406,43,4919,0,153041,24,170,5,573,1450,15,54,208,96,1,2,21,11,72718,13,10,0,475,0,17,0,0,273,1,19,104,120,0,94,3,16,0.980616186813345,0.610738087735443,0.819871434317182,0.0373332105126042,0.786174268405308,0.954513347481582,0.0322811948251878,0.459304082969661,0.467670710018792,0.622239420786719,0.0952956767968257,0.0326574978052154,0.0685121979055962,0.66900017238744,0.500957963197706,0.835434644518649,0.922875981886057,0.652247078843576,0.727211310902068,0.985976791848321,0.525262278445207,0.177459012986055,0.714734566596927,0.914132121998464,0.941898983578926,0.744827902180559,0.504371956990341,0.0185921599560733,0.878145308126636,0.821275165954682,0.931753672060103,0.604313020933455,0.895220002225373,0.969048474779237,0.735542366665856,0.11844444316162,0.83985308041683,0.557375828888222,0.814271944465851,0.954771884058184,0.492647839677714,0.0213055929423585,0.608691996716256,0.0462450417175045,0.669374209735816,0.0913783504368408,0.0277631668999623,0.482947845406177,0.787959754156863,0.582751587805485,0.729811923476486,0.108769426038528,0.129329615890427,0.821112991278129,0.511218476375759,0.643187767575701,0.0476298715603018,0.985440090320817,0.021685184549061,0.193752716832512,0.0899207734707048,0.915603099150142,0.887996807693645,0.968945112942065,0.901075215650115,0.881805240870169,0.100406595143063,0.520052952528767,0.776694872126858,0.0929339642649065,0.391635469347249,0.916657627121619,0.591480738015252,0.894372780713441,0.953704193652123,0.675570891251684,0.0514683353050048,0.175126478960887,0.583005527344857,0.463949118533605,0.724657942162706,0.96919297251044,0.516459326606004,0.879390705677624,0.186714164205972,0.885808391572467,0.965375021248109,0.925482591258803,0.294791205867958,0.840476302816632,0.828531974327007,0.575577500781735,0.92506694695451,0.78582470594296,0.0687730455054142,0.95853517100925,0.600207828160889,"lung"
"TCGA-77-7142-01A",1781,14,509,140243,402,0,1509,545,13,269,7,397,20,203,486,159179,423,13,491,1,594,182,9818,1987,897,0,9,58,37,5,28,13,101,71,951,85,2223,4,297,18,0,113,24122,0,9,254,9,2108,41,25856,0,306221,457,91,61,651,5336,35,113,393,120,15,0,94,132,317484,46,43,0,322,4,32,0,0,514,0,40,276,179,0,660,2,256,0.976641151399971,0.679771971622971,0.840605497712911,0.0196715634240699,0.834335091291481,0.909563421091963,0.0113903652264368,0.505717708383175,0.301204216459058,0.531660311474201,0.0626584408868313,0.0389060432002345,0.0522588617332219,0.477375833599062,0.552050885023568,0.824559288262607,0.942028880933187,0.0527745220741486,0.6047497073195,0.988215434844027,0.056833245043868,0.140497822021911,0.55182907663503,0.744980468328225,0.953210106455282,0.0319895817268156,0.355922757396611,0.0199066572619376,0.879847456970147,0.742520489969338,0.936083422286825,0.0217722987241506,0.917170043815564,0.959354011088273,0.586371608633773,0.0933570532789228,0.95342194662141,0.0244326375908363,0.607599975586977,0.925233421049601,0.602708520490224,0.0306958578659695,0.122078368805728,0.0603465491507548,0.806135328589347,0.09808346953311,0.0166970814190481,0.261841058325326,0.741370246217618,0.052352491967581,0.852649002138134,0.0717293206238446,0.0774382809973934,0.835784205656883,0.432835517860563,0.0521330581083857,0.0996984471826989,0.989588973958228,0.0140803725638585,0.15648469601289,0.0692436209244529,0.892436682210737,0.93931529584346,0.979190749711893,0.902036470609546,0.885208089838185,0.0639266264495061,0.103461138815867,0.529927007828998,0.0551845986714421,0.411924093656912,0.878578510208841,0.0420266775621582,0.707181533241332,0.886946056464245,0.616422861025713,0.0522397603464051,0.121078679603093,0.571509618663791,0.0238399088074541,0.784123840490346,0.932594094874872,0.0602243081167548,0.865818109038699,0.249160049439754,0.903513406737983,0.977064292340907,0.919153825573594,0.376941075929327,0.768828363904595,0.848570521649633,0.54954692605866,0.908344110926314,0.773397110706437,0.0572690920606487,0.871368566143525,0.0868426805699283,"lung"
"TCGA-51-6867-01A",381,22,52,462830,412,17,218,0,10,246,1,298,0,72,429,4977,585,14,51,2,472,197,623,86,1096,0,8,36,16,4,16,14,15,34,369,24,580,23,14,12,2,117,1906,0,75,933,0,821,19,893,0,19117,2068,211,15,85,369,27,101,252,88,23,3,12,23,10723,20,12,0,80,1,88,0,2,26,0,77,33,275,0,24,4,1302,0.986419957149956,0.815538743166546,0.818259015913042,0.0219291683038746,0.810301565532139,0.965964900381373,0.0218050731521935,0.165484351618946,0.029202808541369,0.31062482727282,0.0723569477869518,0.0297265971199753,0.0505137672854389,0.548446767449577,0.224732191681507,0.818836542487761,0.962356974262281,0.0628698273537614,0.739917782883008,0.979142204683189,0.079580654152957,0.21807640580254,0.657560385057764,0.947030397645534,0.960745609069159,0.0324054127266069,0.0156094139170561,0.0222949668703162,0.236690853578243,0.928858497756205,0.928626908305604,0.027851213387507,0.830370512673166,0.97740593636659,0.813657479192854,0.133139379490164,0.898786627172429,0.0368540981643295,0.799781750291358,0.932750278050026,0.348994789644444,0.0344071514499372,0.106582547098005,0.0486857096660462,0.663686073640711,0.105543326878171,0.021977787004685,0.0444859769920671,0.752050300064093,0.117394849451361,0.843421481773142,0.0819371050099129,0.0774130790827865,0.89359794254323,0.0159183264132519,0.0659050648112264,0.116058131277489,0.98708849019349,0.0369717990298172,0.176147140349372,0.0685732563458023,0.886898665244736,0.887428828865991,0.975263733604387,0.931421747211651,0.854063798608738,0.163458214619337,0.0984416474850947,0.829758341600944,0.170853085596981,0.133936342757766,0.937348961769344,0.0496484878339713,0.940837661973741,0.982764604018177,0.679576661973804,0.0681125475165709,0.158597484265127,0.640450676336035,0.0348907237796767,0.78724025173815,0.986158234073048,0.0706470175935157,0.926612192577339,0.147097589892113,0.655591900356595,0.959843511408924,0.918426501460413,0.152133171243436,0.912009160368588,0.845907941324068,0.677748307565182,0.913714684060135,0.885295496430413,0.0553576280726404,0.893051585204801,0.0856939560699622,"lung"
"TCGA-NC-A5HD-01A",222,128,2,86770,430,0,0,0,8,1574,1,69,0,6,79,12,60,0,2,0,109,12,37,47,30,228,12,8,8,7,1,13,15,0,342,9,172,20,18,2,0,180,3,0,8,235,2,1221,0,8,0,86,16,89,8,0,8,0,12,439,28,7,3,0,140,27,1,2,0,9,0,74,1,0,4,1,51,0,46,0,0,0,7,0.891484117242096,0.769164376907202,0.859752914193401,0.0330571265860901,0.84295435730585,0.975831954452188,0.0220593762982651,0.904440438124601,0.425402188196444,0.817137668924077,0.0410905367279792,0.0384533145742415,0.0898622490191509,0.797334758589989,0.886282630661999,0.867843411579978,0.985539911350967,0.716776959366935,0.727573643957013,0.985231553772707,0.572491887175173,0.192970851082019,0.782389915526197,0.954543036979537,0.969211426526831,0.790151342084403,0.511737148864766,0.0231383315235465,0.886147359849119,0.905471528229776,0.91517933657099,0.662724225551158,0.911365724873557,0.635223437985999,0.847111565910445,0.0949563343148566,0.89739451705247,0.626044926347507,0.874587069754609,0.486978677623058,0.865946332582991,0.0379780355756946,0.611454179280128,0.0604024327043121,0.3207396426286,0.0738598482936613,0.0432425957175703,0.445129451064071,0.772412860730012,0.542386998786737,0.867667431637007,0.0952867831160309,0.062536021571477,0.882796427281308,0.583214745056127,0.643290496935004,0.183294315531281,0.988629926766841,0.0293306857376251,0.135649438812804,0.0791856232326623,0.942259173773778,0.938472896471024,0.968637163762039,0.923810761376846,0.920177351959396,0.615347149221406,0.529433555597846,0.895011194754015,0.743117369599835,0.911178481254217,0.932048734020095,0.648129056689499,0.977732382255287,0.981693058158726,0.720399199719093,0.0257773291626265,0.168583162910835,0.684602186630868,0.563204949304709,0.734639632633373,0.983368883144655,0.580938919193406,0.93744050086975,0.168673939279466,0.942204465705049,0.97310924307902,0.911546292620105,0.0840296438277385,0.973668695636139,0.912564647215605,0.0764818750857078,0.85999159099349,0.84841964617699,0.0626774213197132,0.953279725445612,0.605665378416809,"lung"
"TCGA-56-A4ZJ-01A",2250,19,1516,269391,803,0,3806,89,6,666,19,132,2,357,719,277400,1276,1,580,0,223,177,25660,5086,582,0,9,173,4,1,22,60,19,0,352,255,133,25,902,27,4,253,17643,0,5,566,16,2063,230,132130,0,579594,35,55,6,3931,10448,12,100,158,17,8,4,393,99,329955,43,24,0,997,0,51,0,0,1474,5,82,651,489,0,1701,2,132,0.980429436254488,0.593021244576665,0.673039235455046,0.0280266121995711,0.607376061292933,0.830083686469885,0.0208346557960129,0.423945660036917,0.104728081035398,0.442464392949584,0.0627754413621409,0.0457209305021341,0.0735074308226312,0.463014073789478,0.458789369181127,0.653976255844254,0.902569960123188,0.26813567274153,0.539965929125146,0.982902056381179,0.256924172951016,0.363111414878744,0.388084746889857,0.719354155984975,0.920459287666238,0.165385064251114,0.0318636121597451,0.0243238611809272,0.625798813802484,0.619638374195855,0.787802106117921,0.179342770059674,0.715240681837817,0.95348020110617,0.531333451832813,0.251838480332941,0.826148266493899,0.0572339621699957,0.554797734757543,0.713120718146396,0.484798065875142,0.0251538576821893,0.263749584358832,0.0581130126531853,0.571983285095513,0.0967892806371788,0.0240748173623835,0.0810547012194643,0.671544858587325,0.352988050729567,0.636341919032734,0.0976750508579085,0.113345873291029,0.700744207270822,0.233699274102958,0.292311761846029,0.263204939691293,0.98719183430382,0.0162437913390876,0.259888594914962,0.0833681494468234,0.791615028220121,0.868408834428916,0.956682593004655,0.554669274135383,0.673883603133461,0.241342976245955,0.264232681788828,0.588962219213938,0.357300439573999,0.301669073704491,0.82117495463665,0.152235495399634,0.616395975522504,0.919650934448951,0.453136916199283,0.229412442869601,0.161054034626429,0.428025643247517,0.129678264823978,0.631640722260041,0.885453892727058,0.108581272431508,0.623053667220528,0.300499782494046,0.766982592863937,0.920329948870204,0.833206022429223,0.312923375647528,0.632831532394441,0.499226422479644,0.206568189021608,0.903675314387318,0.719773218267245,0.0741896500386081,0.582586530637299,0.329530486855356,"lung"
"TCGA-85-8052-01A",266,31,200,238044,93,0,898,12,0,44,1,74,6,32,156,13186,147,0,147,4,281,28,2137,234,101,0,4,65,9,28,12,6,1121,47,160,10,120,5,62,10,0,173,2364,0,5,44,26,314,25,3837,0,91569,862,31,5,623,777,23,34,125,15,10,1,13,101,19434,7,2,0,83,0,16,0,0,85,2,12,169,68,0,292,2,3,0.969895640281704,0.675639442756121,0.754319053076881,0.0342919337970794,0.752546076347413,0.877208183254672,0.0430460385470203,0.677654062647221,0.104546156382568,0.674672095781182,0.0331557372415936,0.0473108150075661,0.0821323904074899,0.699495680401279,0.725009251993092,0.7802372725486,0.931456275691172,0.292513044351177,0.647803112452829,0.984142129071889,0.276960461223715,0.238632011734346,0.601836312812036,0.854004998999219,0.964090493434841,0.271457517638971,0.169388887944722,0.0134172305894837,0.86077069729052,0.88181977869551,0.854472181066844,0.240088664108582,0.79924673297823,0.767783211352459,0.702830661486784,0.156547236958193,0.86885697570727,0.296591063309225,0.750678648382878,0.873494046893052,0.710627657458281,0.026709259640256,0.239379663872894,0.0424494607629465,0.599724582295724,0.0689932670185027,0.0307094688846186,0.172207853546799,0.746739828402994,0.116494316796531,0.78739816804168,0.0897807962420525,0.0818143018347941,0.843770491884549,0.164089200179541,0.242309278610195,0.136996634879623,0.988730789269062,0.0231416228902068,0.145375065330031,0.0831389905426144,0.832729265669084,0.915691551794095,0.935004676140223,0.8674644997887,0.812001183339291,0.188530066425718,0.263213784280661,0.772260316170564,0.14735105124112,0.664579776692343,0.83733011796805,0.218083586232394,0.905640849042412,0.968121710652433,0.458302149244994,0.157636987687649,0.126920934957535,0.490220870285791,0.117340695431796,0.621437090342602,0.9780708967781,0.13943772380406,0.878075114121674,0.191533646066723,0.872494262005849,0.970140863684002,0.836270668845837,0.326098340026223,0.797558161257352,0.787067697465605,0.118670298092275,0.947074621006975,0.791068201642405,0.0716452818066032,0.831822103142073,0.267867975770214,"lung"
"TCGA-77-8154-01A",105,2,80,73753,178,0,113,2,2,11,2,21,0,13,95,4765,93,0,25,3,239,47,565,99,56,3,5,13,55,5,5,15,66,2,39,113,202,4,16,4,0,132,915,0,18,45,3,358,9,2678,0,16236,1,99,38,96,339,5,35,185,42,54,3,8,77,7257,8,9,0,37,2,26,0,0,34,1,50,26,58,0,184,0,96,0.984223487156684,0.571793877323682,0.76153959445413,0.0305625445135247,0.753867665747728,0.968026857852922,0.0156212729191808,0.760823556599764,0.542427397432237,0.606013415833411,0.0567032473310003,0.036003559774444,0.0883071208432942,0.334894679941295,0.796741960244883,0.780482419112177,0.933703821763585,0.647655475702867,0.611990533238368,0.980474172440245,0.541869110047936,0.222997990017517,0.679295082871744,0.88873078773076,0.945097918852734,0.774323096386302,0.707732006863225,0.0303236203729229,0.799632471854084,0.836399683258149,0.814145822888576,0.637917868982327,0.752169151590945,0.973763842762425,0.719477071956459,0.20032802733272,0.88138681459421,0.45577677736272,0.733574040486315,0.8005511657735,0.745249793107374,0.0246615656067495,0.579304177776044,0.0763699060526052,0.583618538052461,0.118630084770601,0.023687276181517,0.552850527410934,0.691305029562675,0.585196823555832,0.838907975949301,0.0759959680327155,0.136915663340886,0.787388954998591,0.589117741434315,0.62865140949323,0.123460137384963,0.982440126103063,0.0168641060744585,0.125503481200842,0.0606474200521622,0.752205942512641,0.931402775776551,0.970575512690379,0.899930250610238,0.828096052870897,0.130272284018427,0.50386198576698,0.736942405846197,0.203106692056755,0.681043198682679,0.879180432444177,0.612426878192674,0.972789747079384,0.977780963614292,0.666697490559925,0.149235393789455,0.167110715823622,0.35774782563308,0.486304266807154,0.729571699551191,0.898853652356937,0.508743520397405,0.891659633929731,0.195425807769417,0.984418197300581,0.972603113865222,0.885260425624098,0.210789111148975,0.819846742375094,0.858488825368192,0.588039904910071,0.943658926853966,0.803935459160709,0.0589783425649778,0.856577783935512,0.56257986436253,"lung"
"TCGA-85-8580-01A",509,27,447,126404,217,1,1639,6,6,127,27,97,110,13,287,112221,165,2,116,223,493,7,6585,1048,72,0,12,30,150,4,6,12,160,0,141,55,143,13,323,5,0,195,6162,0,14,39,10,586,18,21006,0,167510,276,774,97,3400,2167,622,24,161,1192,31,0,30,62,164108,3,4,0,354,0,38,0,0,407,0,14,337,58,0,198,1,6,0.987974099958841,0.708821607142865,0.800371339730793,0.0477115077064163,0.814952561087076,0.970878289813572,0.129277233813849,0.619579659337921,0.330431055662595,0.624911052763848,0.206748138069022,0.0481928631688021,0.0869923239515575,0.517059165081849,0.612283525453701,0.769668398059577,0.933580897272685,0.453891466492608,0.726274922011578,0.986369444852779,0.408263709933895,0.229889766851536,0.568159123720999,0.861232496813196,0.961445733030915,0.545412824563356,0.527437082949877,0.249527290081413,0.834882313263513,0.826822642436364,0.887059089076235,0.434416027998688,0.831407421683236,0.972631414650278,0.720070348265257,0.266138878713918,0.82993147974026,0.373689273321067,0.733732400848492,0.846167831260385,0.721268974105426,0.0305737401053583,0.377383380041113,0.32813251615655,0.616168961315682,0.30054245030405,0.0296761742571883,0.36664678342192,0.76690110368425,0.205454622007395,0.792489556016093,0.133488583862455,0.114475048859788,0.833342591674322,0.552312185727203,0.400935565278231,0.172014876885836,0.98508511685952,0.0152387244270291,0.24512783127206,0.124054413910699,0.902725588299098,0.887562215739947,0.966988135505222,0.876747522145136,0.862772004548692,0.217347113032938,0.364669010023361,0.671142581058606,0.210361229350666,0.593136157310028,0.864607950052282,0.425598783755076,0.898531252826964,0.946318449800065,0.57714319965259,0.195578967610468,0.272320346103763,0.558017455141915,0.364259475854553,0.707220107294574,0.967597805329002,0.385950763200637,0.809483160158559,0.347805111543234,0.730615413794097,0.971629714314533,0.8352785024382,0.369049448763332,0.841685823653794,0.804457570424658,0.451597735262555,0.899003875338386,0.783551349578746,0.0593844382832533,0.787252803848229,0.449685875380578,"lung"
"TCGA-39-5027-01A",535,161,369,763953,128,1,780,22,4,134,89,142,6,13,384,98533,127,0,912,15,337,464,4465,798,30,0,16,59,188,0,2,77,36,21,711,106,178,12,614,14,0,143,7589,0,16,55,28,982,5,27381,0,131615,64,127,10,838,3912,12,9,300,52,8,104,84,6,144722,5,349,0,107,62,239,0,0,276,1,55,270,47,1,21,30,219,0.974610357890588,0.7735775768109,0.848608988329479,0.0305204454656482,0.827433981184462,0.804194245813186,0.0264508540598107,0.49510139899362,0.0465306773760942,0.497022483947567,0.0504625272410461,0.0362748860775072,0.14923157827928,0.800639386821283,0.526429286727078,0.826998253633954,0.973096268396194,0.0472507314560041,0.754573440753133,0.980312581618425,0.0499975731138575,0.0704585486195351,0.698479048957319,0.842355507842846,0.968503132455676,0.0229923692184499,0.017017966930449,0.0200102265815198,0.251322288309375,0.829195297503511,0.921160420115214,0.0250146491513976,0.815745149715071,0.962783442727837,0.719573972875106,0.0792247175582409,0.950576880160987,0.0283591902958577,0.782782419866235,0.967182052399979,0.534595248905847,0.0219962206178012,0.0794815276423987,0.0670708803684023,0.732921592404982,0.0952610890505679,0.0228093412352085,0.0585071600755875,0.809916961839861,0.09528442214714,0.895012531384726,0.0661954247423677,0.0577894825888155,0.877739661139625,0.0144888114697936,0.0562729561160878,0.0220028467842799,0.985073472666535,0.0135571009582025,0.162397393947757,0.0946921983826173,0.62462586759853,0.423661890208733,0.969091159893545,0.932368238253357,0.931915657102087,0.0242438849082375,0.0883270737365124,0.780424953653505,0.0249959931678882,0.345056606194721,0.889261790491243,0.0424436618255128,0.930099509610314,0.95169768796937,0.745951523530831,0.0147952623851698,0.16176947223818,0.349571450446584,0.0294250717497198,0.655969573092182,0.978810128804699,0.0192098188679974,0.929294080243324,0.189926335108323,0.852563584523467,0.969471708110437,0.896538211282171,0.205512188358539,0.927167830475742,0.889151945099706,0.518470309214557,0.883319373720168,0.829473581341662,0.0573216605931869,0.932948167671874,0.0531668143615094,"lung"
"TCGA-56-8626-01A",1579,66,808,88518,458,14,2544,228,9,202,32,189,0,138,466,122669,379,0,368,4,179,194,10553,1367,299,4,8,382,63,137,3,486,17,28,661,187,528,23,395,14,0,297,4302,1,9,125,5,1932,30,103113,0,227179,1112,23,42,1543,4956,26,65,112,16,8,5,255,159,178490,14,809,0,359,2,68,0,0,701,3,38,296,268,0,184,8,20,0.986029822320087,0.619410299799533,0.746558332938298,0.0306960603264359,0.76761347378712,0.909356125885823,0.018221870340353,0.40771093417973,0.441466831364005,0.47403194900123,0.0843273900010659,0.0495599754537693,0.0798623109180156,0.648006687145107,0.414263536675143,0.770159856319627,0.924244956473939,0.486817101656435,0.618253814338942,0.989354431091235,0.398473943420969,0.340603402742864,0.650012841542674,0.75672591771934,0.876521418203571,0.637100381114392,0.509466254131217,0.0620913380649326,0.893253148366194,0.721201536472214,0.897828104795998,0.436639216223805,0.834007295305602,0.970341908247244,0.702873655342955,0.274342911225416,0.902577089361812,0.389681102390011,0.700411185150752,0.895169181114248,0.51057424385497,0.0213420666563325,0.38567632110725,0.118341101026912,0.614894003450827,0.146770704254644,0.0377851089359833,0.459265217422355,0.752581119966073,0.423765856464235,0.769501439212374,0.107015420513499,0.142314259299617,0.80069924776204,0.586087657602307,0.458242334494522,0.237530496870371,0.990737523376163,0.0252170267965946,0.277617403130264,0.0818674211033717,0.860479195332006,0.923708050908048,0.98188119024209,0.837961910093857,0.75906286026579,0.335720567871124,0.369143524328566,0.582502878648015,0.363051544010529,0.362858866702438,0.88286802693686,0.366623202645392,0.643359760290614,0.911021111424079,0.661797858360036,0.244970611083056,0.185148648121859,0.712854566585653,0.309276399946817,0.745500807143274,0.959229402006931,0.33319841600402,0.72870273441315,0.427210144947733,0.770670247655497,0.981442378752488,0.901760985145262,0.403103787493194,0.700800309381798,0.801231224780575,0.517575744205711,0.922058047297298,0.705656244314049,0.0674787968578028,0.768692837635012,0.481880098335561,"lung"
"TCGA-85-A4CL-01A",80,15,26,115093,133,1,5,2,11,0,41,63,3,19,31,81,95,1,3,6,144,20,13,37,8,4,13,63,38,11,7,8,50,3,439,9,144,12,5,8,0,325,395,1,11,59,0,1053,39,47,1,163,8,146,3,0,13,18,8,470,119,12,2,1,93,130,5,42,0,53,1,112,0,0,1,0,64,5,45,0,15,2,402,0.978665161012972,0.765735788207623,0.89204155715882,0.0374449459670739,0.879780618625499,0.954386037474385,0.0437686270564862,0.585615884960082,0.455370196142894,0.545886385181611,0.0865199606351824,0.0267600786819086,0.0827489121383318,0.543784730687688,0.549824231712477,0.890166408717274,0.982541161616195,0.656561658415385,0.781049926812012,0.984117619010359,0.568030178622794,0.092186508039522,0.629890845140539,0.97271361479072,0.972304910042575,0.783839682323436,0.531087687234828,0.0285266556031228,0.839776501909034,0.955506876140086,0.875436709352933,0.648951479269786,0.883717248142309,0.967955367438405,0.866170913756426,0.0564867657067615,0.932942917514772,0.484793251965501,0.890011953809623,0.949054539828973,0.592721484045473,0.0301623311894834,0.618996856300814,0.0489023669180567,0.75339151574904,0.0910216360092421,0.0264580422241518,0.456515436727454,0.786278184840541,0.363345590190579,0.87345864762293,0.114151897262758,0.0814833257839796,0.929598080935043,0.580454348744052,0.632807916130533,0.037292669966893,0.984758944255249,0.0173498685616105,0.118549355764595,0.138341060374274,0.940123698504425,0.85072227583398,0.959730544897367,0.948204264890355,0.907436417248381,0.0219491151579765,0.532043759744943,0.902597432022728,0.0271276596295962,0.502558084883364,0.904010860697805,0.674385717398932,0.981792651044768,0.98526359119385,0.525078601898425,0.0181152626158849,0.204996590712789,0.492111896785216,0.56025713211123,0.705330026197712,0.966732245801444,0.59591660076192,0.950071033245079,0.173428493031037,0.958178956005163,0.970339380752624,0.883365680813875,0.121374807076759,0.977152997102301,0.936115706384129,0.603942175499306,0.891653145122168,0.882330808518488,0.0607141061292886,0.953548358199958,0.585039485226346,"lung"
"TCGA-39-5029-01A",372,5,119,418647,177,10,515,166,7,76,4,58,5,73,111,23639,797,2,96,19,524,49,2420,284,132,1,5,230,15,3,6,37,23,1,148,49,2577,13,310,5,0,30,670,0,4,174,238,1847,88,37201,0,45598,668,39,35,1216,898,82,53,97,58,8,8,63,33,28255,18,29,0,43,2,21,0,0,102,3,398,65,109,0,19,1,148,0.978287355233906,0.527604367228583,0.603908042791789,0.0235603143909617,0.875936908271935,0.959829494241605,0.040610836293103,0.669839597326809,0.0346107724908903,0.680073330610547,0.0482285921808344,0.0375810245158014,0.0646345150569663,0.71153004272291,0.755617286453388,0.804200645826954,0.972137959671432,0.585107925856064,0.465589198356694,0.694488562755126,0.450831917974552,0.185260506578043,0.656941883064632,0.83008097570594,0.971538672755845,0.674824135138447,0.0167247279839206,0.0136834337325093,0.529250013160053,0.87090568608255,0.862518895732225,0.446800665979357,0.8346056744003,0.951404568375522,0.717968805446367,0.0745469782262634,0.863115286421064,0.357215262468615,0.781263086780579,0.809337984658398,0.679966160807784,0.0205536202752806,0.493873927596154,0.0410011167755429,0.373552103576113,0.0941690014502899,0.022165335378715,0.0484842853461158,0.708648767878063,0.605919380719503,0.783329026523868,0.115297624630898,0.0779597829007643,0.843813707749109,0.010448204540979,0.436992440243845,0.0346307256882838,0.952754671366587,0.0111307569054356,0.13092101390076,0.0932531904157719,0.816451157187798,0.85734686719868,0.963329087792278,0.946157367164585,0.881383082130774,0.0197309010445539,0.420634769709841,0.773674066790936,0.0213330062316551,0.58024932986199,0.902743653427122,0.463435303726228,0.977113568312377,0.957132172238989,0.62053503230183,0.0183030266826207,0.232874257742896,0.445636169233051,0.405003235174901,0.721019152991227,0.966347858514742,0.410700336613116,0.944719383471618,0.16277132028826,0.596308787125652,0.974460675366578,0.916090291786046,0.210050219038273,0.971753980834668,0.963090361608966,0.253455549267117,0.88785038536235,0.842171180208797,0.0515025622277398,0.910706013814333,0.478911546030951,"lung"
